STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
0169.HK,WANDA HOTEL DEV,萬達酒店發展,1000
0171.HK,SILVER GRANT,銀建國際,2000
0172.HK,GOLDBOND GROUP,金榜集團,10000
0173.HK,K. WAH INT'L,嘉華國際,1000
0174.HK,GEMINI INV,盛洋投資,2000
0175.HK,GEELY AUTO,吉利汽車,1000
0176.HK,SUPERACTIVE GP,先機企業集團,2000
0177.HK,JIANGSU EXPRESS,江蘇寧滬高速公路,2000
0178.HK,SA SA INT'L,莎莎國際,2000
0179.HK,JOHNSON ELEC H,德昌電機控股,500
0180.HK,KADER HOLDINGS,開達集團,2000
0181.HK,FUJIAN HOLDINGS,閩港控股,20000
0182.HK,CONCORD NE,協合新能源,10000
0183.HK,WINFULL GP,宏輝集團,8000
0184.HK,KECK SENG INV,激成投資,2000
0185.HK,ZH INT'L HOLD,正恒國際控股,10000
0186.HK,GRANDE HOLDINGS,GRANDE HOLDINGS,30000
0187.HK,JINGCHENG MAC,京城機電股份,2000
0188.HK,SUNWAH KINGSWAY,新華匯富金融,10000
0189.HK,DONGYUE GROUP,東岳集團,1000
0190.HK,HKC (HOLDINGS),香港建設（控股）,1000
0191.HK,LAI SUN INT'L,麗新國際,1000
0193.HK,CAPITAL ESTATE,冠中地產,15000
0194.HK,LIU CHONG HING,廖創興企業,2000
0195.HK,L'SEA RESOURCES,利海資源,10000
0196.HK,HONGHUA GROUP,宏華集團,1000
0197.HK,HENG TAI,亨泰,5000
0198.HK,SMI HOLDINGS,星美控股,4000
0199.HK,ITC PROPERTIES,德祥地產,1000
0200.HK,MELCO INT'L DEV,新濠國際發展,1000
0201.HK,MAGNIFICENT,華大酒店,2000
0202.HK,EVERCHINA INT'L,潤中國際控股,5000
0205.HK,SEEC MEDIA,財訊傳媒,20000
0206.HK,TSC GROUP,ＴＳＣ集團,1000
0207.HK,JOY CITY PPT,大悅城地產,2000
0208.HK,POLYTEC ASSET,保利達資產,5000
0209.HK,WINSHINE SCI,瀛晟科學,4000
0210.HK,DAPHNE INT'L,達芙妮國際,2000
0211.HK,STYLAND HOLD,STYLAND HOLD,10000
0212.HK,NANYANG HOLD,NANYANG HOLD,500
0213.HK,NATIONAL ELEC H,NATIONAL ELEC H,2000
0214.HK,ASIA ORIENT,匯漢控股,2000
0215.HK,HUTCHTEL HK,和記電訊香港,2000
0216.HK,CHINNEY INV,建業實業,4000
0217.HK,CHINA CHENGTONG,中國誠通發展集團,2000
0218.HK,SHENWANHONGYUAN,申萬宏源,5000
0219.HK,SHUNHO PROPERTY,順豪物業,2000
0220.HK,U-PRESID CHINA,統一企業中國,1000
0221.HK,EASY ONE FIN,易易壹金融,10000
0222.HK,MIN XIN HOLD,閩信集團,2000
0223.HK,ELIFE HLDGS,易生活控股,2000
0224.HK,PIONEER GLOBAL,建生國際,4000
0225.HK,POKFULAM,博富臨置業,2000
0226.HK,LIPPO,力寶,1000
0227.HK,FIRST SHANGHAI,第一上海,8000
0228.HK,CHINA ENERGY,中能控股,2000
0229.HK,RAYMOND IND,利民實業,1000
0230.HK,MINMETALS LAND,五礦地產,2000
0231.HK,PING AN SEC GP,平安證券集團控股,20000
0232.HK,AVIC INT'L,中國航空工業國際,2000
0233.HK,MY MEDICARE,銘源醫療,10000
0234.HK,NEW CENTURY GP,新世紀集團,8000
0235.HK,CHINA STRATEGIC,中策集團,5000
0236.HK,SAN MIGUEL HK,香港生力啤,2000
0237.HK,SAFETY GODOWN,安全貨倉,2000
0238.HK,EVERGREEN INT,長興國際,1000
0239.HK,PAK FAH YEOW,白花油,2500
0240.HK,BUILD KING HOLD,利基控股,10000
0241.HK,ALI HEALTH,阿里健康,2000
0242.HK,SHUN TAK HOLD,信德集團,2000
0243.HK,QPL INT'L,QPL INT'L,9000
0244.HK,SINCERE,先施,1000
0245.HK,CN MINSHENG FIN,中國民生金融,10000
0246.HK,REALGOLD MINING,瑞金礦業,500
0247.HK,TST PROPERTIES,TST PROPERTIES,2000
0248.HK,HKC INT'L HOLD,香港通訊國際控股,4000
0250.HK,SINO-I TECH,中國數碼信息,10000
0251.HK,SEA HOLDINGS,爪哇控股,2000
0252.HK,SE ASIA PPT,華信地產財務,2000
0253.HK,SHUNHO HOLDINGS,順豪控股,2000
0254.HK,NUR HOLDINGS,國家聯合資源,10000
0255.HK,LUNG KEE,龍記集團,2000
0256.HK,CITYCHAMP,冠城鐘錶珠寶,2000
0257.HK,CHINA EB INT'L,中國光大國際,1000
0258.HK,TOMSON GROUP,湯臣集團,2000
0259.HK,YEEBO (INT'L H),億都（國際控股）,2000
0260.HK,AVIC JOY HLDG,幸福控股,10000
0261.HK,CCT LAND,中建置地,80000
0262.HK,DESON DEV INT'L,迪臣發展國際,5000
0263.HK,GT GROUP HLDG,高富集團控股,4000
0264.HK,ASCENT INT'L,中璽國際,4000
0265.HK,ORIENT VICTORY,東勝旅遊,10000
0266.HK,TIAN TECK LAND,天德地產,2000
0267.HK,CITIC,中信股份,1000
0268.HK,KINGDEE INT'L,金蝶國際,2000
0269.HK,CRTG,中國資源交通,5000
0270.HK,GUANGDONG INV,粵海投資,2000
0271.HK,ASIASEC PPT,亞證地產,1000
0272.HK,SHUI ON LAND,瑞安房地產,500
0273.HK,MASON GP HOLD,茂宸集團,20000
0274.HK,C BILLION RES,中富資源,40000
0275.HK,MASTER GLORY GP,凱華集團,10000
0276.HK,MONGOLIA ENERGY,蒙古能源,3000
0277.HK,TERN PROPERTIES,太興置業,2000
0278.HK,WAH HA REALTY,華廈置業,2000
0279.HK,FREEMAN FINTECH,民眾金融科技,20000
0280.HK,KING FOOK HOLD,景福集團,2000
0281.HK,RIVERA (HOLD),川河集團,2000
0282.HK,NEXT DIGITAL,壹傳媒,2000
0285.HK,BYD ELECTRONIC,比亞迪電子,500
0286.HK,CS HEALTH,同佳健康,2000
0287.HK,WINFAIR INV,永發置業,2000
0288.HK,WH GROUP,萬洲國際,500
0289.HK,WING ON CO,WING ON CO,1000
0290.HK,C FORTUNE FIN,中國富強金融,2000
0291.HK,CHINA RES BEER,華潤啤酒,2000
0292.HK,ASIA STD HOTEL,泛海酒店,10000
0293.HK,CATHAY PAC AIR,國泰航空,1000
0294.HK,YANGTZEKIANG,長江製衣,1000
0295.HK,KONG SUN HOLD,江山控股,25000
0296.HK,EMPEROR E HOTEL,英皇娛樂酒店,5000
0297.HK,SINOFERT,中化化肥,2000
0298.HK,CHUANG'S CHINA,莊士中國,10000
0299.HK,NEW SPORTS,新體育,10000
0300.HK,KUNMING MACHINE,昆明機床,2000
0303.HK,VTECH HOLDINGS,VTECH HOLDINGS,100
0305.HK,WULING MOTORS,五菱汽車,10000
0306.HK,KWOON CHUNG BUS,冠忠巴士集團,2000
0307.HK,UP ENERGY DEV,優派能源發展,2000
0308.HK,CHINA TRAVEL HK,香港中旅,2000
0309.HK,XH NEWS MEDIA,新華通訊頻媒,1000
0311.HK,LUEN THAI,聯泰控股,1000
0312.HK,SHIRBLE STORE,歲寶百貨,2000
0313.HK,RICHLY FIELD,裕田中國,50000
0315.HK,SMARTONE TELE,數碼通電訊,500
0316.HK,OOIL,東方海外國際,500
0317.HK,COMEC,中船防務,2000
0318.HK,VONGROUP,黃河實業,5000
0320.HK,COMPUTIME,金寶通,2000
0321.HK,TEXWINCA HOLD,德永佳集團,2000
0322.HK,TINGYI,康師傅控股,2000
0323.HK,MAANSHAN IRON,馬鞍山鋼鐵股份,2000
0326.HK,CHINA STAR ENT,中國星集團,10000
0327.HK,PAX GLOBAL,百富環球,1000
0328.HK,ALCO HOLDINGS,ALCO HOLDINGS,2000
0329.HK,OCI INTL,東建國際,4000
0330.HK,ESPRIT HOLDINGS,思捷環球,100
0331.HK,FSE ENGINEERING,豐盛機電,1000
0332.HK,YUANHENG GAS,元亨燃氣,4000
0333.HK,TOP FORM INT'L,黛麗斯國際,2000
0334.HK,CH DISPLAY OPT,華顯光電,8000
0335.HK,UPBEST GROUP,美建集團,2000
0336.HK,HUABAO INTL,華寶國際,1000
0337.HK,GREENLAND HK,綠地香港,1000
0338.HK,SHANGHAI PECHEM,上海石油化工股份,2000
0340.HK,CHINA MINING,中國礦業,2000
0341.HK,CAFE DE CORAL H,大家樂集團,2000
0342.HK,NEWOCEAN ENERGY,新海能源,2000
0343.HK,CULTURECOM HOLD,文化傳信,5000
0345.HK,VITASOY INT'L,VITASOY INT'L,2000
0346.HK,YANCHANG PETRO,延長石油國際,10000
0347.HK,ANGANG STEEL,鞍鋼股份,2000
0348.HK,CHINAHEALTHWISE,中國智能健康,2000
0351.HK,ASIA ENERGY LOG,亞洲能源物流,10000
0352.HK,FORTUNE SUN,富陽,2000
0353.HK,ENERGY INTINV,能源國際投資,20000
0354.HK,CHINASOFT INT'L,中國軟件國際,2000
0355.HK,CENTURY C INT'L,世紀城市國際,4000
0357.HK,HNA INFRA,航基股份,1000
0358.HK,JIANGXI COPPER,江西銅業股份,1000
0359.HK,HAISHENG JUICE,海升果汁,4000
0360.HK,NEW FOCUS AUTO,新焦點,4000
0361.HK,SINO GOLF HOLD,順龍控股,20000
0362.HK,C ZENITH CHEM,中國天化工,10000
0363.HK,SHANGHAI IND H,上海實業控股,1000
0364.HK,PING SHAN TEA,坪山茶業,4000
0365.HK,UNIS HOLDINGS,紫光控股,2000
0366.HK,LUKS GROUP (VN),陸氏集團（越南）,2000
0367.HK,CHUANG'S INT'L,莊士機構國際,4000
0368.HK,SINOTRANS SHIP,中外運航運,500
0369.HK,WING TAI PPT,永泰地產,2000
0370.HK,CHINA BEST,國華,20000
0371.HK,BJ ENT WATER,北控水務集團,2000
0372.HK,PT INTL DEV,保德國際發展,2000
0373.HK,ALLIED GROUP,聯合集團,2000
0374.HK,FOUR SEAS MER,四洲集團,2000
0375.HK,YGM TRADING,YGM TRADING,1000
0376.HK,YUNFENG FIN,雲鋒金融,2000
0377.HK,HUAJUN HOLD,華君控股,4000
0378.HK,FDG KINETIC,五龍動力,2000
0379.HK,EG LEASING,恒嘉融資租賃,10000
0380.HK,SOFTPOWER INT,冠力國際,4000
0381.HK,KIU HUNG INT'L,僑雄國際,10000
0382.HK,WELLING HOLDING,威靈控股,2000
0383.HK,CHINA MED&HCARE,中國醫療網絡,10000
0384.HK,CHINA GAS HOLD,中國燃氣,2000
0385.HK,CHINNEY ALLI,建聯集團,2000
0386.HK,SINOPEC CORP,中國石油化工股份,2000
0387.HK,LEEPORT(HOLD),力豐（集團）,4000
0388.HK,HKEX,香港交易所,100
0389.HK,TONTINE WINES,通天酒業,2000
0390.HK,CHINA RAILWAY,中國中鐵,1000
0391.HK,MEI AH ENTER,美亞娛樂資訊,20000
0392.HK,BEIJING ENT,北京控股,500
0393.HK,GLORIOUS SUN,旭日企業,4000
0395.HK,SMARTAC GP CH,中國智能集團,8000
0396.HK,HING LEE (HK),興利（香港）控股,2000
0397.HK,JUN YANG FIN,君陽金融,10000
0398.HK,ORIENTAL WATCH,東方表行集團,2000
0399.HK,INNOVATIVE PHAR,領航醫藥生物科技,5000
0400.HK,COGOBUY,科通芯城,1000
0401.HK,WANJIA GROUP,萬嘉集團,5000
0402.HK,PEACEMAP HOLD,天下圖控股,20000
0403.HK,STARLITE HOLD,星光集團,2000
0404.HK,HSIN CHONG GP,新昌集團控股,2000
0406.HK,YAU LEE HOLD,有利集團,2000
0408.HK,YIP'S CHEMICAL,葉氏化工集團,2000
0410.HK,SOHO CHINA,ＳＯＨＯ中國,500
0411.HK,LAM SOON (HK),南順（香港）,1000
0412.HK,CHINA SDHS FIN,中國山東高速金融,6000
0413.HK,SC HOLDINGS,南華集團控股,8000
0416.HK,BANKOFJINZHOU,錦州銀行,1000
0417.HK,TSE SUI LUEN,謝瑞麟,2000
0418.HK,FOUNDER HOLD,方正控股,2000
0419.HK,HUAYI TENCENT,華誼騰訊娛樂,10000
0420.HK,FOUNTAIN SET,福田實業,2000
0422.HK,VMEP HOLDINGS,越南製造加工出口,1000
0423.HK,HKET HOLDINGS,經濟日報集團,2000
0425.HK,MINTH GROUP,敏實集團,2000
0426.HK,ONE MEDIA GROUP,萬華媒體,2000
0430.HK,ORIENTAL EXPL,東方網庫,2000
0431.HK,G CHINA FIN,大中華金融,4000
0432.HK,PCPD,盈大地產,1000
0433.HK,NORTH MINING,北方礦業,10000
0434.HK,BOYAA,博雅互動,1000
0436.HK,NU ENVIRO,新宇環保,20000
0438.HK,IRICO NEWENERGY,彩虹新能源,2000
0439.HK,KUANGCHI,光啟科學,1000
0440.HK,DAH SING,大新金融,400
0442.HK,KTL INT'L,KTL INT'L,1000
0444.HK,SINCEREWATCH HK,SINCEREWATCH HK,10000
0445.HK,CHINA FIRE,中國消防,5000
0449.HK,CHIGO HOLDING,志高控股,2000
0450.HK,HUNG HING PRINT,鴻興印刷集團,2000
0451.HK,GCL NEWENERGY,協鑫新能源,2000
0455.HK,TIANDA PHARMA,天大藥業,2000
0456.HK,NEW CITY DEV,新城市建設發展,20000
0458.HK,TRISTATE HOLD,聯亞集團,1000
0459.HK,MIDLAND IC&I,美聯工商舖,10000
0460.HK,SIHUAN PHARM,四環醫藥,1000
0462.HK,NATURAL DAIRY,天然乳品,4000
0464.HK,KENFORD GROUP,建福集團,4000
0465.HK,FUTONG TECH,富通科技,2000
0467.HK,UNITEDENERGY GP,聯合能源集團,2000
0468.HK,GAPACK,紛美包裝,1000
0469.HK,CAPXON INT'L,凱普松國際,4000
0471.HK,CMMB VISION,中播控股,4000
0472.HK,NEW SILKROAD,新絲路文旅,10000
0474.HK,HAO TIAN DEV,昊天發展集團,6000
0475.HK,ZHONG FA ZHAN,中發展控股,2000
0476.HK,CH DYNAMICS,中國動力控股,10000
0479.HK,CIL HOLDINGS,華建控股,20000
0480.HK,HKR INT'L,香港興業國際,800
0482.HK,SANDMARTIN INTL,聖馬丁國際,2000
0483.HK,BAUHAUS INT'L,包浩斯國際,2000
0484.HK,FORGAME,雲遊控股,100
0485.HK,CHINASINOSTAR,中國華星,20000
0486.HK,RUSAL,RUSAL,1000
0487.HK,SUCCESSUNIVERSE,實德環球,4000
0488.HK,LAI SUN DEV,麗新發展,300
0489.HK,DONGFENG GROUP,東風集團股份,2000
0491.HK,EMPEROR CULTURE,英皇文化產業,20000
0493.HK,GOME RETAIL,國美零售,1000
0494.HK,LI & FUNG,利豐,2000
0495.HK,PALADIN,PALADIN,5000
0496.HK,KASEN,卡森國際,1000
0497.HK,CSI PROPERTIES,資本策略地產,10000
0498.HK,PYI CORP,保華集團,2000
0499.HK,QINGDAO HLDGS,青島控股,2000
0500.HK,FRONTIER SER,先豐服務集團,1000
0503.HK,LANSEN PHARMA,朗生醫藥,1000
0505.HK,HUAN YUE INTER,歡悅互娛,1000
0506.HK,CHINA FOODS,中國食品,2000
0508.HK,DINGYI GP INV,鼎億集團投資,5000
0509.HK,SUNSHINE,世紀陽光,5000
0510.HK,CASH FIN SER GP,時富金融服務集團,6000
0511.HK,TVB,電視廣播,100
0512.HK,CHINAGRANDPHARM,遠大醫藥,4000
0513.HK,CONTINENTAL H,恆和集團,10000
0515.HK,TC ORI LIGHT,達進東方照明,2000
0517.HK,COSCO SHIP INTL,中遠海運國際,2000
0518.HK,TUNGTEX (HOLD),同得仕（集團）,2000
0519.HK,APPLIED DEV,實力建業,5000
0520.HK,XIABUXIABU,呷哺呷哺,500
0521.HK,HNA HOLDING,海航實業股份,10000
0522.HK,ASM PACIFIC,ASM PACIFIC,100
0524.HK,E-KONG GROUP,E-KONG GROUP,10000
0525.HK,GUANGSHEN RAIL,廣深鐵路股份,2000
0526.HK,LISI GP HOLD,利時集團控股,2000
0527.HK,RUIFENG RENEW,瑞風新能源,4000
0528.HK,KINGDOM HOLDING,金達控股,2000
0529.HK,SIS INT'L,SIS INT'L,2000
0530.HK,GOLDIN FIN HOLD,高銀金融,2000
0531.HK,SAMSON HOLDING,順誠,1000
0532.HK,WKK INTL (HOLD),WKK INTL (HOLD),2000
0533.HK,GOLDLION HOLD,金利來集團,1000
0535.HK,GEMDALE PPT,金地商置,2000
0536.HK,TRADELINK,貿易通,2000
0538.HK,AJISEN (CHINA),味千（中國）,1000
0539.HK,VICTORY CITY,冠華國際控股,2000
0540.HK,SPEEDY GLOBAL,迅捷環球控股,4000
0542.HK,CENERIC,新嶺域集團,8000
0543.HK,PACIFIC ONLINE,太平洋網絡,1000
0544.HK,DAIDO GROUP,大同集團,20000
0546.HK,FUFENG GROUP,阜豐集團,1000
0547.HK,DIGITAL DOMAIN,數字王國,10000
0548.HK,SHENZHENEXPRESS,深圳高速公路股份,2000
0550.HK,KK CULTURE,KK文化,2000
0551.HK,YUE YUEN IND,裕元集團,500
0552.HK,CHINACOMSERVICE,中國通信服務,2000
0553.HK,NANJING PANDA,南京熊貓電子股份,2000
0554.HK,HANS ENERGY,漢思能源,2000
0555.HK,REXLOT HOLDINGS,御泰中彩控股,25000
0556.HK,PAN ASIA ENVIRO,泛亞環保,2000
0557.HK,CITY E-SOLUTION,CITY E-SOLUTION,2000
0558.HK,LK TECH,力勁科技,2500
0559.HK,DETAI NEWENERGY,德泰新能源集團,10000
0560.HK,CHU KONG SHIP,珠江船務,2000
0563.HK,SH IND URBAN,上實城市開發,2000
0564.HK,ZMJ,鄭煤機,200
0565.HK,ART GROUP HOLD,錦藝集團控股,5000
0566.HK,HANERGY TFP,漢能薄膜發電,2000
0567.HK,DAISHOMICROLINE,大昌微?集團,2000
0568.HK,SHANDONG MOLONG,山東墨龍,400
0569.HK,CH AUTOMATION,中國自動化,1000
0570.HK,TRAD CHI MED,中國中藥,2000
0571.HK,ESUN HOLDINGS,豐德麗控股,2000
0572.HK,FUTURE WORLD FH,未來世界金融,4000
0573.HK,TAO HEUNG HLDGS,稻香控股,1000
0574.HK,PASHUN INT'L,百信國際,2000
0575.HK,REGENT PACIFIC,勵晶太平洋,10000
0576.HK,ZHEJIANGEXPRESS,浙江滬杭甬,2000
0577.HK,THE 13 HOLDINGS,十三集團,500
0578.HK,ROSAN RES,融信資源,10000
0579.HK,JNCEC,京能清潔能源,2000
0580.HK,SUN.KING ELEC,賽晶電力電子,2000
0581.HK,CHINA ORIENTAL,中國東方集團,2000
0582.HK,LANDING INTL,藍鼎國際,60000
0583.HK,GWPA HOLDINGS,長城環亞控股,2000
0585.HK,IMAGI INT'L,意馬國際,8000
0586.HK,CONCH VENTURE,海螺創業,500
0587.HK,HUA HAN HEALTH,華瀚健康,4000
0588.HK,BEIJING N STAR,北京北辰實業股份,2000
0589.HK,PORTICO INT'L,寶國國際,500
0590.HK,LUK FOOK HOLD,六福集團,1000
0591.HK,C HIGHPRECISION,中國高精密,1000
0592.HK,BOSSINI INT'L,BOSSINI INT'L,2000
0593.HK,DREAMEAST,夢東方,500
0595.HK,AV CONCEPT HOLD,AV CONCEPT HOLD,2000
0596.HK,INSPUR INT'L,浪潮國際,2000
0598.HK,SINOTRANS,中國外運,1000
0599.HK,E. BON HOLDINGS,怡邦行控股,4000
0600.HK,CHINA INFRA INV,中國基建投資,2000
0601.HK,GROUP SENSE,權智（國際）,10000
0602.HK,JIAHUA STORES H,佳華百貨控股,2500
0603.HK,CHINA OIL & GAS,中油燃氣,20000
0604.HK,SHENZHEN INVEST,深圳控股,2000
0605.HK,C FIN SERVICES,中國金融投資管理,2000
0606.HK,CHINA AGRI,中國糧油控股,1000
0607.HK,FULLSHARE,豐盛控股,2500
0608.HK,HIGH FASHION,達利國際,2000
0609.HK,TIANDE CHEMICAL,天德化工,4000
0610.HK,WAI KEE HOLD,WAI KEE HOLD,2000
0611.HK,CNE TECH CORP,中國核能科技,2000
0613.HK,YUGANG INT'L,YUGANG INT'L,2000
0616.HK,EMINENCE ENT,高山企業,5000
0617.HK,PALIBURG HOLD,百利保控股,2000
0618.HK,PKU RESOURCES,北大資源,2000
0619.HK,SOUTH CHINA FIN,南華金融,50000
0620.HK,DTXS SILK ROAD,大唐西市,2000
0621.HK,TAUNG GOLD,壇金礦業,10000
0622.HK,ENERCHINA HOLD,威華達控股,3000
0623.HK,SINOMEDIA,中視金橋,1000
0626.HK,PUBLIC FIN HOLD,大眾金融控股,2000
0627.HK,U-RIGHT INT'L,佑威國際,20000
0628.HK,GOME FIN TECH,國美金融科技,2000
0629.HK,YUE DA MINING,悅達礦業,1000
0630.HK,AMCO UNITED,雋泰控股,10000
0631.HK,SANY INT'L,三一國際,1000
0632.HK,PEARLORIENT OIL,東方明珠石油,1000
0633.HK,CH ALL ACCESS,中國全通,2000
0635.HK,PLAYMATES,彩星集團,2000
0636.HK,KERRY LOG NET,嘉里物流,500
0637.HK,LEE KEE,利記,2000
0638.HK,KIN YAT HOLD,建溢集團,2000
0639.HK,SHOUGANG RES,首鋼資源,2000
0640.HK,INFINITY DEV,星謙發展,4000
0641.HK,CHTC FONG'S,恒天立信,2000
0643.HK,CARRY WEALTH,恆富控股,10000
0645.HK,ARES ASIA,安域亞洲,2000
0646.HK,CHINA ENV TEC,中國環保科技,8000
0647.HK,JOYCE BOUTIQUE,JOYCE BOUTIQUE,2000
