STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
3708,YAT SING HLDG,日成控股,"5,000"
3709,KORADIOR,珂萊蒂爾,"1,000"
3728,CHING LEE,正利控股,"20,000"
3737,ZHONGZHIPHARM,中智藥業,"1,000"
3768,DCWT,滇池水務,"1,000"
3773,NNK,年年卡,"2,000"
3777,C FIBER OPTIC,中國光纖,"2,000"
3778,CHINA WEAVING,中國織材控股,"4,000"
3788,CHINA HANKING,中國罕王,"1,000"
3789,ROYAL DELUXE,御佳控股,"4,000"
3799,DALI FOODS,達利食品,500
3800,GCL-POLY ENERGY,保利協鑫能源,"1,000"
3808,SINOTRUK,中國重汽,500
3813,POU SHENG INT'L,寶勝國際,"1,000"
3816,KFM KINGDOM,ＫＦＭ金德,"4,000"
3818,CHINA DONGXIANG,中國動向,"1,000"
3822,SAM WOO CONS,三和建築集團,"4,000"
3823,TECH PRO,德普科技,"2,000"
3828,MING FAI INT'L,明輝國際,"1,000"
3830,KIDDIELAND,童園國際,"5,000"
3833,XINXIN MINING,新疆新鑫礦業,"1,000"
3836,HARMONY AUTO,和諧汽車,500
3838,CHINA STARCH,中國澱粉,"5,000"
3839,CT ENTERPRISE,正大企業國際,500
3848,WEALTHY WAY,富道集團,"1,000"
3866,BQD,青島銀行,500
3868,QX PAPER,群星紙業,"1,000"
3869,HOSPITAL CORP,弘和仁愛醫療,200
3882,SKYLIGHT HLDG,天彩控股,"1,000"
3883,CHINA AOYUAN,中國奧園,"1,000"
3886,TOWN HEALTH,康健國際醫療,"2,000"
3888,KINGSOFT,金山軟件,"1,000"
3889,GLOBAL SWEET,大成糖業,"2,000"
3893,CROSSTEC,易緯集團,"20,000"
3898,CRRC TIMES ELEC,中車時代電氣,100
3899,CIMC ENRIC,中集安瑞科,"2,000"
3900,GREENTOWN CHINA,綠城中國,500
3903,HANHUA FIN,瀚華金控,"2,000"
3908,CICC,中金公司,400
3918,NAGACORP,金界控股,"2,000"
3933,UNITED LAB,聯邦制藥,"2,000"
3939,WANGUO MINING,萬國國際礦業,"2,000"
3948,YITAI COAL,伊泰煤炭,100
3958,DFZQ,東方證券,400
3963,RONGZHONG FIN,融眾金融,"1,000"
3966,CH BAOFENG INTL,中國寶豐國際,"2,000"
3968,CM BANK,招商銀行,500
3969,CHINA CRSC,中國通號,"1,000"
3983,CHINA BLUECHEM,中海石油化學,"2,000"
3988,BANK OF CHINA,中國銀行,"1,000"
3989,CAPITAL ENV,首創環境,"2,000"
3993,CMOC,洛陽鉬業,"3,000"
3996,CH ENERGY ENG,中國能源建設,"2,000"
3998,BOSIDENG,波司登,"2,000"
3999,DACHAN FOOD,大成食品,"1,000"
4601,BOC 2014 PREF,BOC 2014 PREF,"20,000"
4603,ICBC USDPREF1,ICBC USDPREF1,"10,000"
4604,ICBC EURPREF1,ICBC EURPREF1,"10,000"
4605,BOCOM 15USDPREF,BOCOM 15USDPREF,"10,000"
4606,CCB 15USDPREF,CCB 15USDPREF,"10,000"
4607,CINDA 16USDPREF,CINDA 16USDPREF,"10,000"
4608,HSBNK 16USDPREF,HSBNK 16USDPREF,"10,000"
4609,CMBC 16USDPREF,CMBC 16USDPREF,"10,000"
4610,CZB 17USDPREF,CZB 17USDPREF,"10,000"
4611,BQD 17USDPREF,BQD 17USDPREF,"10,000"
4612,PSBC 17USDPREF,PSBC 17USDPREF,"10,000"
4613,ZZBNK 17USDPREF,ZZBNK 17USDPREF,"10,000"
4614,CMB 17USDPREF,CMB 17USDPREF,"10,000"
6030,CITIC SEC,中信証券,500
6033,TELECOM DIGIT,電訊數碼控股,"1,000"
6038,G & M HLDGS,信越控股,"10,000"
6060,ZA ONLINE,眾安在?,100
6066,CSC,中信建投証券,500
6068,WISDOM EDU INTL,睿見教育,"2,000"
6080,WING CHI HLDGS,榮智控股,"6,000"
6088,FIT HON TENG,FIT HON TENG,"1,000"
6099,CMSC,招商證券,200
6108,NEW RAY MEDIC,新銳醫藥,"8,000"
6113,UTS MARKETING,UTS MARKETING,"2,000"
6116,LA CHAPELLE,拉夏貝爾,200
6118,AUSTAR,奧星生命科技,"1,000"
6122,JIUTAI RCB,九台農商銀行,"1,000"
6123,ON TIME LOG,先達國際物流,"2,000"
6128,EARTHASIA,泛亞國際,"2,000"
6133,VITAL MOBILE,維太移動,"1,000"
6136,KANGDA ENV,康達環保,"1,000"
6138,HARBIN BANK,哈爾濱銀行,"1,000"
6139,JINMAO HOTEL-SS,金茂酒店—ＳＳ,500
6161,TARGET INS,泰加保險,"2,000"
6163,GEMILANG INTL,彭順國際,"2,000"
6166,CHINA VAST,中國宏泰發展,"1,000"
6168,CHINA U-TON,中國優通,"5,000"
6169,YUHUA EDU,宇華教育,"2,000"
6178,EB SECURITIES,光大證券,200
6183,CH GREENFRESH,中國綠寶,"1,000"
6188,BJ DIGITAL,迪信通,500
6189,ADWAY,愛得威建設集團,500
6196,BANKOFZHENGZHOU,鄭州銀行,"1,000"
6198,QINGDAO PORT,青島港,"1,000"
6808,SUNART RETAIL,高鑫零售,500
6816,PROSPER CONS,瑞港建設,"2,000"
6818,CEB BANK,中國光大銀行,"1,000"
6822,KING'S FLAIR,科勁國際,"2,000"
6823,HKT-SS,香港電訊—ＳＳ,"1,000"
6826,HAOHAI BIOTEC,昊海生物科技,100
6828,BG BLUE SKY,北京燃氣藍天,"8,000"
6830,HUAZHONG IN-V,華眾車載,"2,000"
6833,SINCO PHARMA,興科蓉醫藥,"4,000"
6836,TIANYUN INT'L,天韻國際控股,"2,000"
6837,HAITONG SEC,海通證券,400
6838,WINOX,盈利時,"2,000"
6839,YUNNAN WATER,雲南水務,"1,000"
6858,HONMAGOLF,本間高爾夫,500
6863,HUISHAN DAIRY,輝山乳業,"1,000"
6865,FLAT GLASS,福萊特玻璃,"1,000"
6866,ZUOLI M-FIN,佐力小貸,"2,000"
6868,TENFU,天福,"1,000"
6869,YOFC,長飛光纖光纜,500
6878,DIFFER GROUP,鼎豐集團控股,"2,000"
6880,TEMPUS HOLD,騰邦控股,"2,000"
6881,CGS,中國銀河,500
6882,EGL HOLDINGS,東瀛遊,"2,000"
6885,JINMA ENERGY,金馬能源,"1,000"
6886,HTSC,HTSC,200
6888,FREETECH,英達公路再生科技,"1,000"
6889,DYNAM JAPAN,DYNAM JAPAN,200
6893,HINSANG GROUP,衍生集團,"2,000"
6896,GOLDEN THROAT,金嗓子,500
6898,CHINA ALUMCAN,中國鋁罐,"2,000"
6899,OURGAME,聯眾,"1,000"
80737,HOPEWELL INFR-R,合和公路基建—Ｒ,500
84602,ICBC CNHPREF1-R,ICBC CNHPREF1-R,"10,000"
